186089,/scotland/regsscotland/foodalertsscotland/2004/mar/pransudani,FoodHazardWarning
187134,/scotland/regsscotland/foodalertsscotland/2004/mar/ballygowanwater_scot,FoodHazardWarning
195092,/scotland/regsscotland/foodalertsscotland/2004/apr/pranboroisudani,FoodHazardWarning
196991,/scotland/regsscotland/foodalertsscotland/2004/apr/natcosudaniscot,FoodHazardWarning
199427,/scotland/regsscotland/foodalertsscotland/2004/apr/smokedsalmon,FoodHazardWarning
199825,/scotland/regsscotland/foodalertsscotland/2004/apr/jellyminicupscot,FoodHazardWarning
202283,/scotland/regsscotland/foodalertsscotland/2004/apr/boothscayenne,FoodHazardWarning
204466,/scotland/regsscotland/foodalertsscotland/2004/apr/cotswoldscot,FoodHazardWarning
234193,/scotland/regsscotland/foodalertsscotland/2004/oct/bluebayupdate1scot,FoodHazardWarning
234210,/scotland/regsscotland/foodalertsscotland/2004/oct/fhwjumboupdate2scot,FoodHazardWarning
234226,/scotland/regsscotland/foodalertsscotland/2004/oct/fhwmacphilipsupdatescot,FoodHazardWarning
246347,/scotland/regsscotland/foodalertsscotland/2004/dec/praiseupdate1,FoodHazardWarning
337902,/scotland/regsscotland/foodalertsscotland/2006/jun/kerrs,FoodHazardWarning
424547,/scotland/regsscotland/foodalertsscotland/2007/oct/welshlambscotalert,FoodHazardWarning
532264,/enforcement/alerts/2010/jan/seedlessraisins,FoodHazardWarning
532921,/enforcement/alerts/2010/feb/heinzfruitycustardbabyfood,FoodHazardWarning
535642,/enforcement/alerts/2010/feb/thesmokehouse,FoodHazardWarning
536020,/enforcement/alerts/2010/feb/thesmokehouseupdateone,FoodHazardWarning
536390,/enforcement/alerts/2010/feb/chillipastacontam,FoodHazardWarning
536413,/enforcement/alerts/2010/feb/chickenroll,FoodHazardWarning
536423,/enforcement/alerts/2010/feb/sweetenedyoghurt,FoodHazardWarning
536783,/enforcement/alerts/2010/mar/morrisontoffeepecanicecream,FoodHazardWarning
536873,/enforcement/alerts/2010/mar/waitrosenaturalroastedpeanuts,FoodHazardWarning
538017,/enforcement/alerts/2010/mar/butterkistsweetmicrowavepopcorn,FoodHazardWarning
540478,/scotland/regsscotland/foodalertsscotland/2010/mar/westerlawrencetonfarmltd,FoodHazardWarning
541697,/enforcement/alerts/2010/apr/ellaschicmangoes,FoodHazardWarning
544617,/enforcement/alerts/2010/may/nescafecollectionsrangecoffee,FoodHazardWarning
545384,/enforcement/alerts/2010/may/cooppasta,FoodHazardWarning
546582,/enforcement/alerts/2010/jun/coopgroupwine,FoodHazardWarning
547527,/enforcement/alerts/2010/jun/hovisheartyoatsloaf,FoodHazardWarning
549318,/enforcement/alerts/2010/jul/morrisonsstrawberrycheesecakes,FoodHazardWarning
549736,/enforcement/alerts/2010/jul/molsoncoolshomebeerunits,FoodHazardWarning
552079,/enforcement/alerts/2010/aug/vendingrevolution,FoodHazardWarning
554510,/enforcement/alerts/2010/sep/ellaskitchenbabyfood,FoodHazardWarning
554898,/enforcement/alerts/2010/sep/aldistonemillgroundcoriander,FoodHazardWarning
554955,/enforcement/alerts/2010/sep/aldistonemillcorianderupdate,FoodHazardWarning
555044,/enforcement/alerts/2010/sep/morrisonminicoconutbites,FoodHazardWarning
555289,/enforcement/alerts/2010/sep/springhillpurespringwater,FoodHazardWarning
555953,/enforcement/alerts/2010/oct/adassmokedcatfishfillet,FoodHazardWarning
556756,/enforcement/alerts/2010/oct/sokolowssausage,FoodHazardWarning
557264,/enforcement/alerts/2010/oct/sokolowssausageupdate,FoodHazardWarning
557452,/enforcement/alerts/2010/oct/sokolowblackpudding,FoodHazardWarning
557744,/enforcement/alerts/2010/nov/tuborgbottledlager,FoodHazardWarning
557974,/enforcement/alerts/2010/nov/granovitaukltd,FoodHazardWarning
558012,/enforcement/alerts/2010/nov/sokolowfafa152010update1,FoodHazardWarning
558319,/enforcement/alerts/2010/nov/couscous,FoodHazardWarning
558605,/enforcement/alerts/2010/nov/granovitarecall2,FoodHazardWarning
558808,/enforcement/alerts/2010/nov/vitabiotics,FoodHazardWarning
558860,/enforcement/alerts/2010/nov/inbevukbudweiser,FoodHazardWarning
559058,/enforcement/alerts/2010/nov/warburtonssixpackcrumpets,FoodHazardWarning
559241,/enforcement/alerts/2010/nov/cooplemonlimeflavourspringwater,FoodHazardWarning
559432,/enforcement/alerts/2010/nov/islandsunsemolina,FoodHazardWarning
560253,/enforcement/alerts/2010/dec/inbevstella,FoodHazardWarning
561820,/enforcement/alerts/2010/dec/mccainsweetpotatorosemarygarlic,FoodHazardWarning
561953,/enforcement/alerts/2010/dec/honeydewlondonpride,FoodHazardWarning
561970,/enforcement/alerts/2010/dec/mccainupdate,FoodHazardWarning
562034,/enforcement/alerts/2010/dec/londonpride,FoodHazardWarning
562422,/enforcement/alerts/2011/jan/morrisonunsaltedpistachionuts,FoodHazardWarning
562784,/enforcement/alerts/2011/jan/leadinasphalia,FoodHazardWarning
562866,/enforcement/alerts/2011/jan/rocks,FoodHazardWarning
563883,/enforcement/alerts/2011/jan/masriverfrieddace,FoodHazardWarning
564157,/enforcement/alerts/2011/jan/chocolatedelightinstantcustardmix,FoodHazardWarning
564599,/enforcement/alerts/2011/jan/sainsburysfrenchracletteslices,FoodHazardWarning
564750,/enforcement/alerts/2011/jan/coopextramaturecheese,FoodHazardWarning
565041,/enforcement/alerts/2011/feb/masriverfrieddaceupdate,FoodHazardWarning
565394,/enforcement/alerts/2011/feb/masriverfrieddacefafaupdate,FoodHazardWarning
565867,/enforcement/alerts/2011/feb/aconbury,FoodHazardWarning
565995,/enforcement/alerts/2011/feb/wellsyoungrecall,FoodHazardWarning
566432,/enforcement/alerts/2011/feb/tescofinest,FoodHazardWarning
566496,/enforcement/alerts/2011/feb/morrisonsvaleofmowbrayporkpies,FoodHazardWarning
567261,/enforcement/alerts/2011/mar/aconburyupdate,FoodHazardWarning
567366,/enforcement/alerts/2011/mar/lucozadesportlitesummerberries,FoodHazardWarning
568843,/enforcement/alerts/2011/mar/waitrosecustard,FoodHazardWarning
569189,/enforcement/alerts/2011/mar/sokolowssausageupdate2,FoodHazardWarning
570206,/enforcement/alerts/2011/mar/frijjstrawberrymilkshake,FoodHazardWarning
570625,/enforcement/alerts/2011/mar/fraybentoscannedmeatpie,FoodHazardWarning
571245,/enforcement/alerts/2011/apr/everestpaneer,FoodHazardWarning
571568,/enforcement/alerts/2011/apr/bernardmatthewsturkeygoujons,FoodHazardWarning
572510,/enforcement/alerts/2011/apr/milkybarbuttons,FoodHazardWarning
572538,/enforcement/alerts/2011/apr/janeashercreationsmyfirstbakingmix,FoodHazardWarning
573384,/enforcement/alerts/2011/may/stmaartenclassicbelgiancheese,FoodHazardWarning
574060,/enforcement/alerts/2011/may/asdasnacks,FoodHazardWarning
574422,/scotland/regsscotland/foodalertsscotland/2011/may/snax4u,FoodHazardWarning
575246,/enforcement/alerts/2011/jun/asianaltd,FoodHazardWarning
576263,/enforcement/alerts/2011/jun/droetker,FoodHazardWarning
577649,/enforcement/alerts/2011/jun/coopsaladdressingproducts,FoodHazardWarning
579917,/enforcement/alerts/2011/jun/morrisonsscottishcookedcrabclaws,FoodHazardWarning
580511,/enforcement/alerts/2011/jun/farmergosdens,FoodHazardWarning
582035,/enforcement/alerts/2011/jul/smokedhaddockcheddarleekfishcakes,FoodHazardWarning
582779,/enforcement/alerts/2011/aug/kettlechips,FoodHazardWarning
585023,/enforcement/alerts/2011/aug/waitrosehhcb,FoodHazardWarning
585079,/enforcement/alerts/2011/aug/asdadrinks,FoodHazardWarning
586235,/enforcement/alerts/2011/sep/stellaartoiscidre,FoodHazardWarning
586877,/scotland/regsscotland/foodalertsscotland/2011/sep/towerbakery,FoodHazardWarning
587475,/enforcement/alerts/2011/sep/morrisonsvaluelowfatfruityogurt,FoodHazardWarning
588512,/enforcement/alerts/2011/sep/heeramilkpowder,FoodHazardWarning
590290,/enforcement/alerts/2011/oct/dolmiopastavita,FoodHazardWarning
590444,/enforcement/alerts/2011/oct/rockfarmdairy,FoodHazardWarning
591418,/enforcement/alerts/2011/oct/scrumptiousbramleyapplecrumble,FoodHazardWarning
591704,/enforcement/alerts/2011/oct/morrisonsshreddedduckkit,FoodHazardWarning
591781,/scotland/regsscotland/foodalertsscotland/2011/oct/ryansfoodslimited,FoodHazardWarning
