474265,/enforcement/sectorrules/fishapprove/,GenericBranch,eng
474713,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeet2sept2008/cotmins2sept2008,CommitteeDocumentCOT,
474740,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeeting14oct2008/,CommitteeBranchCOT,
475054,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeeting14oct2008/cotagendapapers14oct2008,CommitteeDocumentCOT,
476171,/enforcement/sectorrules/feedapprove/,GenericBranch,eng
476239,/business-industry/food-incidents/,GenericBranch,eng
476270,/enforcement/enforcework/report/,GenericBranch,eng
476327,/enforcement/regulation/europeleg/euupdates/offcoct2008,Document,eng
476472,/science/ouradvisors/acnfp/meetings/acnfpmeet08/acnfpmeet24jul08/acnfpmin24jul08,CommitteeDocumentACNFP,
476653,/about-us/data-and-policies/foia/foirelease/foiaeir2008/mhsauditwales,Document,eng
476953,/wales/about-fsa-wales/cymru/newyddiondatgan/,GenericBranch,eng
477409,/science/ouradvisors/cot/cotstatements/cotstatementsyrs/cotstatements2008/cotstatementbracken200805,CommitteeDocumentCOT,
477551,/science/ouradvisors/cot/cotwg/lowermoorsub/lowermoormtgs/lowermoorpubmeet15feb05/,CommitteeBranchCOT,
477670,/science/ouradvisors/cot/cotwg/lowermoorsub/lowermoormtgs/lowermoorpubmeet2apr2002/,CommitteeBranchCOT,
478046,/business-industry/guidancenotes/meatregsguid/nitritesnitrates,Document,eng
478737,/about-us/how-we-work/agencyandeurope/database/,GenericBranch,eng
478748,/about-us/how-we-work/agencyandeurope/news/,GenericBranch,eng
478951,/science/ouradvisors/acmsf/acmsfmeets/acmsf2008/acmsf250908/acmsfmin250908,CommitteeDocumentACMSF,
479032,/science/ouradvisors/acmsf/acmsfmeets/acmsf2009/,CommitteeBranchACMSF,
479112,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeeting14oct2008/cotmins14oct2008,CommitteeDocumentCOT,
479166,/science/ouradvisors/cot/cotstatements/cotstatementsyrs/cotstatements2008/cotstatement200806,CommitteeDocumentCOT,
479382,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeet25nov2008/,CommitteeBranchCOT,
479593,/science/ouradvisors/cot/cotstatements/cotstatementsyrs/cotstatements2008/cot200804,CommitteeDocumentCOT,
479703,/science/ouradvisors/acaf/acafmeets/acaf_2008_meetings/acafmeet081203/,CommitteeBranchACAF,
479708,/science/ouradvisors/acaf/acafmeets/acaf_2008_meetings/acafmeet081203/acafagenda3dec08,CommitteeDocumentACAF,
479773,/science/ouradvisors/cot/cotmtgs/cotmtsem/cotwrkshop11feb09,CommitteeDocumentCOT,
479808,/science/ouradvisors/cot/cotmtgs/cotmtsem/cotwkshp2006,CommitteeDocumentCOT,
479865,/enforcement/regulation/europeleg/foodhygimptrans,Document,eng
479880,/science/ouradvisors/cot/cotmtgs/cotmtsem/wrkshop3feb2004,CommitteeDocumentCOT,
479887,/science/ouradvisors/cot/cotmtgs/cotmtsem/cotwkshp2feb05,CommitteeDocumentCOT,
480490,/enforcement/enforcetrainfund/onlinetraining/allergytraining,Document,eng
480584,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeet25nov2008/cotagendapapers25nov08,CommitteeDocumentCOT,
480596,/science/ouradvisors/cot/cotreports/cotjointreps/evmreport/,CommitteeBranchCOT,
480636,/wales/about-fsa-wales/cymru/amdanomni/poliaithgym/wls2008/,GenericBranch,eng
480653,/wales/about-fsa-wales/cymru/amdanomni/poliaithgym/,GenericBranch,eng
480663,/science/ouradvisors/acnfp/meetings/acnfpmeet08/acnfpmeet20nov08/,CommitteeBranchACNFP,
480677,/science/ouradvisors/acnfp/meetings/acnfpmeet08/acnfpmeet20nov08/acnfp20nov08,CommitteeDocumentACNFP,
480913,/science/ouradvisors/cot/cotmtgs/cotmtsem/cotwigrampmtg,CommitteeDocumentCOT,
481032,/wales/about-fsa-wales/cymru/newyddiondatgan/ymgyrchoedd/wdb2012/gwyliogermau/adnoddauwdb/,GenericBranch,eng
483447,/enforcement/regulation/europeleg/euupdates/ipbulletin,Document,eng
483680,/enforcement/regulation/europeleg/euupdates/fishmolluscregs,Document,eng
483940,/about-us/jobs/workingagency/,GenericBranch,eng
484057,/science/ouradvisors/cot/cotstatements/cotstatementsyrs/cotstatements2008/cot200807peanut,CommitteeDocumentCOT,
484237,/scotland/scotnut/hheaps/,GenericBranch,eng
484827,/multimedia/webpage/christmas/xmasscreeneng,BlankPage,
484831,/multimedia/webpage/christmas/xmasscreenscot,BlankPage,
484834,/multimedia/webpage/christmas/xmasscreenwales,BlankPage,
484837,/multimedia/webpage/christmas/xmasscreenni,BlankPage,
484839,/multimedia/webpage/christmas/xmasscreenmhs,BlankPage,
484841,/multimedia/webpage/christmas/xmasscreenwelsh,BlankPage,
485266,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2009/,CommitteeBranchCOT,
485272,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2009/cotmeet10feb2009/,CommitteeBranchCOT,
485613,/enforcement/auditandmonitoring/auditreports/auditfocus/cheeserecovery,Document,eng
485643,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2008/cotmeet25nov2008/cotmins25nov08,CommitteeDocumentCOT,
486035,/science/ouradvisors/acaf/acafmeets/acaf_2008_meetings/acafmeet080924/acafmin080924,CommitteeDocumentACAF,
487062,/about-us/data-and-policies/aboutsite/accessibility/accessibilitystatement/,GenericBranch,eng
487509,/enforcement/enforcework/centralref/enf-england/09,BlankPage,
487513,/enforcement/enforcework/centralref/enf-wales/09,BlankPage,
487523,/enforcement/enforcework/centralref/enf-ni/09,BlankPage,
487526,/enforcement/enforcework/centralref/enf-scotland/09,BlankPage,
487546,/enforcement/enforcework/centralref/enf-sts-scotland/09,BlankPage,
487680,/science/ouradvisors/acnfp/meetings/acnfpmeet08/acnfpmeet16sep08/acnfpmin16sep08,CommitteeDocumentACNFP,
487700,/science/ouradvisors/acnfp/meetings/acnfpmeet09/,CommitteeBranchACNFP,
487719,/science/ouradvisors/acnfp/meetings/acnfpmeet09/acnfpfeb09/,CommitteeBranchACNFP,
487726,/science/ouradvisors/acnfp/meetings/acnfpmeet09/acnfpfeb09/acnfpagendafeb09,CommitteeDocumentACNFP,
487737,/science/ouradvisors/acnfp/meetings/acnfpmeet09/acnfpopenfeb2009/,CommitteeBranchACNFP,
487775,/science/ouradvisors/acnfp/meetings/acnfpmeet09/acnfpopenfeb2009/invopen18feb09,CommitteeDocumentACNFP,
487876,/about-us/data-and-policies/foia/foirelease/foiaeir2009/mhsaudits,Document,eng
487908,/northern-ireland/niregulation/niguidancenotes/plasticsguidance09ni,Document,eng
488264,/scotland/regsscotland/regsguidscot/guideregplasticmaterials09,Document,eng
488324,/enforcement/enfcomm/elg/elgmeet/elgmins25jun08,Document,eng
489004,/scotland/scotnut/healthycatering/cateringbusiness/consumerresponse150109,Document,eng
489076,/science/ouradvisors/acmsf/infoguide/,CommitteeBranchACMSF,
490047,/science/ouradvisors/acnfp/assess/fullapplics/Isomalto-oligosaccharide/,CommitteeBranchACNFP,
490185,/science/ouradvisors/cot/cotstatements/cotstatementsyrs/cotstatements2008/cotstatement200808,CommitteeDocumentCOT,
490800,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2009/cotmeet10feb2009/cotagendapapers10feb09,CommitteeDocumentCOT,
490804,/science/ouradvisors/cot/cotmtgs/cotmeets/cot2009/cotmeet10feb2009/cotmins10feb09,CommitteeDocumentCOT,
491095,/about-us/data-and-policies/foia/foirelease/foiaeir2009/mhsauditsjan,Document,eng
491160,/enforcement/regulation/europeleg/euupdates/offcupdate0901,Document,eng
492075,/enforcement/enforcework/,GenericBranch,eng
492080,/enforcement/enforcetrainfund/,GenericBranch,eng
492116,/science/additives/foodcolours/colourfree/,GenericBranch,eng
492123,/science/additives/foodcolours/colourfree/retail,Document,eng
492130,/science/additives/foodcolours/colourfree/manufacturers,Document,eng
492136,/science/additives/foodcolours/colourfree/caterers,Document,eng
492554,/scotland/about-fsa-scotland/advisorycommittee/sfacmembersbranch/drlesleyannstanley,Document,eng
